13873
543338	6	5	8	6	600
543339	4	8	10	11	950
543340	10	11	11	7	700
543344	6	10	10	9	850
543346	10	9	9	11	750
543350	3	6	7	5	600
543353	3	5	4	8	750
543354	3	5	10	10	800
543355	5	9	11	10	850
543357	6	10	11	10	850
543360	8	10	8	8	750
543361	4	7	10	8	900
543362	9	10	11	11	950
543365	3	5	8	2	500
543367	2	6	4	10	750
543368	6	6	8	8	900
543374	3	6	11	10	700
543376	5	9	10	10	650
543378	2	1	5	6	500
543379	4	4	8	9	650
543382	9	6	12	11	900
543383	3	6	11	11	800
543384	4	6	6	5	450
543385	2	6	5	5	600
543389	7	6	11	9	950
543391	5	3	10	7	600
543392	7	8	13	12	900
543393	6	11	11	7	900
543395	2	4	7	6	300
543396	6	6	11	8	500
543397	5	6	11	12	650
543399	5	3	8	7	650
543400	9	3	12	9	750
543401	6	5	6	11	650
543405	7	9	10	10	850
543407	5	9	14	10	700
543408	5	5	6	10	600
543410	7	7	7	8	500
543411	10	11	11	8	650
543415	9	9	10	11	800
543443	8	9	11	9	900
543445	3	3	10	5	600
543447	5	8	10	8	750
543449	6	5	9	7	800
543452	3	3	7	6	600
543453	5	7	6	6	650
543454	6	8	11	7	750
543456	4	5	10	7	800
543461	6	9	6	11	750
543463	6	4	7	6	500
543465	6	9	13	11	400
543468	7	6	11	8	550
543472	6	3	7	6	550
543475	3	6	9	9	900
543477	4	3	5	8	650
543479	8	2	3	5	700
543480	3	5	8	8	600
543482	6	6	7	5	500
543485	5	7	8	10	900
543488	7	6	9	7	850
543492	6	9	11	10	700
543493	3	4	4	7	600
543497	8	6	7	9	900
543500	7	4	10	6	750
543504	4	11	8	12	650
543506	5	3	10	7	850
543509	3	4	9	10	800
543511	5	5	9	5	600
543517	9	8	10	8	900
543523	4	4	9	10	700
543526	5	3	4	7	850
543529	2	4	8	6	500
543530	8	7	3	5	650
543531	5	3	8	7	500
543534	4	7	12	8	700
543536	5	6	10	9	500
543537	7	11	8	8	700
543538	8	8	10	10	750
543541	7	11	12	9	800
543544	5	7	12	8	900
543545	5	6	6	5	550
543547	4	6	8	8	750
543552	3	3	9	8	950
543553	5	6	7	11	500
543555	11	10	12	9	600
543557	4	6	8	8	650
543560	4	5	7	7	600
543562	5	10	12	12	600
543565	5	5	11	6	750
543567	7	8	8	10	800
543568	5	8	9	8	650
543571	4	4	5	9	550
543575	9	11	9	10	750
543577	4	5	11	9	500
543582	6	8	12	12	700
543583	7	8	12	10	850
543584	10	9	10	10	600
543593	8	12	11	13	750
543594	4	9	10	9	900
543596	4	7	11	11	500
543597	4	3	2	5	600
543598	7	3	12	10	600
543600	6	7	8	5	450
543603	3	5	9	11	900
543604	4	7	13	9	800
543608	3	3	3	7	700
543611	6	8	9	11	850
543614	8	10	11	8	850
543615	4	6	10	8	750
543616	6	8	11	12	700
543618	7	7	12	12	850
543624	5	6	7	9	800
543626	4	5	7	7	750
543627	0	7	7	6	700
543629	5	11	12	9	900
543631	7	5	11	9	700
543632	3	2	6	5	650
543636	0	2	5	10	600
543638	5	5	7	9	600
543639	7	5	9	9	800
543641	6	6	4	2	500
543643	4	3	3	6	550
543644	5	6	5	9	600
543646	4	6	7	7	450
543647	6	3	8	9	500
543648	8	12	13	10	900
543649	6	6	11	8	950
543652	8	10	14	12	950
543654	3	7	9	8	750
543655	4	2	5	4	500
543657	6	4	8	6	500
543661	7	9	8	9	850
543662	3	4	6	7	550
543663	4	1	9	2	750
543664	4	9	10	12	900
543667	5	10	6	8	750
543670	4	4	7	7	600
543671	3	5	7	11	700
543676	7	8	6	9	750
543680	3	9	10	9	550
543682	4	6	11	8	900
543685	9	7	7	7	500
543697	4	8	8	11	750
543701	7	8	7	7	700
543702	2	3	8	6	750
543707	3	3	7	6	800
543708	8	3	4	6	600
543710	5	6	8	5	850
543715	6	4	8	9	850
543716	3	10	7	7	750
543722	10	8	9	11	950
543725	5	6	5	3	500
543728	4	5	7	8	600
543730	5	6	7	4	450
543735	5	6	7	9	650
543736	6	5	6	11	700
543737	7	10	7	8	450
543740	6	4	6	5	500
543741	3	8	8	7	650
543742	5	7	9	10	900
543743	2	2	7	5	450
543744	3	5	8	7	750
543746	9	4	8	12	550
543750	7	8	9	8	850
543753	5	4	6	5	750
543759	3	8	10	8	950
543765	5	5	8	9	650
543770	4	3	6	8	550
543771	4	4	11	8	900
543773	5	4	3	11	700
543776	7	8	9	10	700
543781	6	2	9	10	800
543783	4	4	6	7	650
543784	6	4	12	6	500
543785	7	4	7	6	700
543789	5	7	7	10	450
543790	5	3	7	7	800
543791	3	5	8	6	850
543792	6	6	10	10	700
543794	7	11	11	13	750
543795	6	5	8	3	700
543797	9	11	11	13	750
543800	7	7	7	9	950
543802	6	6	10	10	750
543804	4	4	9	8	550
543808	6	6	9	7	550
543809	7	8	10	9	850
543812	8	8	8	11	900
543815	7	10	10	9	850
543817	12	8	13	12	650
543820	5	6	8	9	600
543825	7	12	12	10	800
543826	4	5	9	8	750
543832	5	5	5	4	700
543834	6	5	9	8	900
543835	3	7	11	8	600
543837	3	7	7	14	500
543840	4	6	10	8	750
543842	2	5	6	5	800
543844	2	7	9	11	850
543847	7	5	9	8	950
543848	4	8	7	5	850
543851	5	4	3	8	500
543854	6	5	8	7	650
543855	8	10	12	11	700
543856	3	4	7	5	850
543858	3	6	13	8	850
543860	3	6	12	9	750
543862	7	10	11	10	750
543864	4	4	10	8	600
543867	5	7	8	10	700
543869	7	5	7	7	800
543870	4	6	5	7	500
543871	2	6	10	8	750
543873	5	9	10	9	850
543878	6	9	6	6	650
543879	5	9	10	13	950
543880	4	9	9	9	500
543884	8	11	10	11	900
543886	5	12	11	11	800
543888	5	7	8	8	650
543890	4	6	11	9	800
543893	4	3	5	8	550
543894	7	7	6	8	650
543896	6	7	8	7	800
543898	7	5	8	6	600
543904	4	6	6	6	600
543907	5	7	7	8	700
543909	6	5	8	8	750
543913	5	6	10	7	600
543917	7	7	13	10	650
543919	3	5	9	8	800
543920	8	4	9	12	1000
543921	3	5	8	3	500
543922	3	4	6	8	600
543924	4	5	4	3	500
543926	5	3	6	5	550
543927	3	8	4	9	900
543930	0	4	8	7	750
543932	4	7	7	10	750
543933	8	10	11	11	900
543934	4	4	8	6	900
543942	5	7	9	10	750
543943	5	7	7	4	650
543949	4	4	3	6	500
543951	3	4	6	4	550
543952	4	8	9	7	850
543953	6	5	3	9	600
543956	4	6	2	5	950
543957	4	8	11	5	700
543965	5	4	8	8	900
543966	4	6	11	9	800
543968	5	12	10	12	650
543969	4	5	1	5	300
543972	5	5	5	5	550
543976	8	9	11	13	950
543978	7	10	12	8	750
543981	6	7	6	13	850
543985	6	8	8	10	850
543986	7	8	5	9	750
543987	2	7	8	8	650
543990	3	4	8	8	700
543993	4	6	9	7	700
543997	2	2	10	9	650
543999	7	9	11	10	900
544001	4	6	11	10	550
544002	6	5	7	4	550
544003	4	6	8	9	650
544006	6	5	7	7	550
544007	6	8	9	9	900
544008	5	6	11	8	950
544009	2	6	8	9	950
544012	7	12	8	12	700
544016	3	4	8	7	850
544024	4	6	9	10	700
544027	11	12	10	10	900
544028	7	7	9	11	700
544031	4	9	10	7	750
544034	7	4	9	9	650
544042	5	7	9	8	750
544046	6	3	8	6	600
544047	0	4	6	7	650
544049	4	6	8	9	500
544050	4	2	8	5	850
544051	4	3	5	4	500
544053	2	5	5	5	550
544056	10	9	12	11	950
544062	5	5	9	10	650
544064	6	4	3	4	550
544067	6	4	10	7	700
544072	5	6	6	4	350
544073	2	4	9	7	600
544074	4	4	8	5	500
544075	5	8	10	10	700
544076	8	11	13	9	850
544079	4	3	10	5	650
544080	8	3	8	5	400
544082	5	11	9	14	900
544085	4	8	6	11	700
544087	4	7	10	6	750
544088	11	8	6	9	950
544091	4	4	7	5	700
544093	3	7	7	7	400
544094	6	6	9	8	650
544095	9	9	7	11	750
544097	6	4	7	8	650
544098	5	2	8	3	600
544100	7	8	14	12	900
544101	6	6	10	10	700
544102	3	5	7	7	700
544106	6	3	11	9	550
544107	3	6	7	10	700
544109	5	1	5	8	600
544111	8	8	8	10	650
544119	9	5	9	5	500
544121	5	9	9	9	850
544127	2	8	8	8	950
544129	5	5	7	6	850
544132	5	3	7	7	750
544133	5	4	8	8	600
544135	3	5	9	11	650
544137	5	6	3	7	650
544139	5	2	6	5	550
544141	2	6	9	6	750
544142	3	2	8	6	650
544144	0	4	3	3	500
544145	5	11	9	8	800
544149	9	7	13	9	700
544152	4	6	8	8	750
544153	6	8	8	11	800
544154	7	4	7	7	650
544158	5	5	10	9	750
544162	12	12	12	11	900
544164	6	10	10	10	950
544165	5	4	6	5	350
544171	5	8	11	10	850
544174	5	2	7	6	350
544176	7	10	12	10	700
544180	4	3	13	10	600
544182	3	2	5	5	750
544186	6	7	9	9	700
544194	4	2	4	5	550
544195	4	3	8	5	600
544197	4	6	4	5	650
544200	5	6	7	8	850
544201	6	6	10	10	800
544202	9	10	10	12	850
544204	4	2	2	7	500
544205	3	4	6	4	600
544206	2	6	6	8	450
544208	4	4	7	7	800
544213	4	3	9	10	500
544216	3	2	8	8	650
544221	6	7	10	13	750
544223	6	3	5	7	600
544224	6	5	3	10	700
544227	7	9	12	11	800
544228	6	5	7	9	650
544232	0	7	8	5	550
544235	5	4	7	7	700
544238	6	4	5	5	500
544240	9	8	7	7	700
544243	4	4	4	4	250
544249	6	6	3	7	650
544251	5	10	8	9	550
544255	13	13	11	15	650
544256	8	9	12	9	750
544257	3	3	5	4	550
544258	6	7	7	6	650
544259	7	3	10	5	700
544260	7	0	11	8	700
544261	3	5	7	5	500
544264	11	7	8	11	800
544265	4	4	9	11	550
544266	2	4	9	9	700
544271	4	5	5	6	650
544272	5	8	9	9	850
544273	3	6	5	7	500
544274	3	7	9	8	650
544278	5	5	2	9	350
544279	5	6	13	10	850
544280	3	8	4	6	550
544286	6	7	7	5	600
544288	7	5	8	11	650
544289	2	4	4	6	350
544290	6	3	7	2	500
544292	4	5	6	2	450
544293	5	8	10	8	650
544298	4	8	8	11	650
544299	3	6	11	6	650
544301	6	6	11	10	800
544304	7	4	5	6	600
544308	6	5	7	8	750
544309	4	3	6	10	700
544310	4	7	8	8	550
544311	6	6	8	8	700
544316	9	3	9	6	600
544317	6	7	6	10	700
544319	7	9	8	10	750
544320	8	4	5	7	700
544321	3	10	4	5	350
544323	4	4	6	4	700
544326	4	5	9	9	500
544327	6	6	7	9	700
544331	7	5	10	6	900
544333	8	10	9	9	900
544335	5	6	6	5	700
544337	5	4	7	5	500
544338	8	4	4	8	550
544342	5	6	8	9	850
544345	5	1	7	6	700
544348	3	3	6	2	350
544349	5	5	4	7	450
544352	4	4	4	7	500
544353	2	5	7	7	800
544356	2	1	6	5	750
544357	8	11	10	11	950
544358	7	9	5	7	650
544359	6	3	11	10	700
544362	7	4	7	5	450
544363	8	4	10	8	900
544366	6	7	8	8	850
544367	7	4	8	4	650
544368	4	9	10	9	750
544369	4	8	9	11	650
544370	4	7	7	4	550
544371	5	3	5	8	500
544372	3	3	13	7	850
544373	4	5	7	8	700
544374	3	4	9	5	800
544378	0	4	8	9	550
544379	0	6	7	7	800
544383	8	7	8	10	750
544384	5	6	3	9	600
544386	4	4	7	10	750
544388	8	4	5	9	700
544389	3	1	6	5	350
544391	7	6	9	10	750
544393	6	6	7	7	500
544396	5	7	8	8	650
544397	6	6	5	6	600
544399	5	6	10	9	750
544400	4	5	6	7	550
544404	3	4	5	7	700
544407	4	5	12	9	900
544409	3	3	10	5	500
544410	5	7	10	7	700
544412	3	3	7	7	500
544413	4	4	9	5	350
544415	3	8	9	7	900
544418	6	6	7	7	600
544421	7	7	10	12	750
544423	4	3	7	8	750
544425	6	10	13	11	950
544428	8	12	8	13	900
544429	7	8	8	10	700
544430	6	5	11	6	750
544433	2	6	9	8	900
544435	4	4	8	8	350
544446	5	4	9	6	650
544449	8	6	6	6	600
544450	5	4	7	10	650
544454	7	3	12	6	500
544456	7	5	13	7	750
544460	5	4	7	4	400
544465	9	10	9	10	850
544466	3	8	9	7	800
544468	6	6	5	5	750
544470	6	7	6	7	650
544471	3	4	8	4	900
544475	3	5	10	6	600
544477	6	4	7	4	700
544479	7	10	11	11	750
544481	5	4	6	7	650
544484	4	4	8	8	750
544486	6	8	10	9	700
544487	8	2	7	6	650
544488	4	3	7	8	750
544489	0	4	6	7	600
544490	7	7	7	8	850
544492	7	10	12	11	850
544493	5	3	6	6	700
544495	4	4	8	6	700
544496	3	2	7	9	750
544502	4	5	9	10	850
544504	5	8	7	8	600
544507	3	7	4	6	450
544513	5	6	12	9	700
544518	6	5	6	8	250
544520	7	9	12	12	950
544523	6	3	8	8	900
544524	3	4	7	5	500
544525	6	4	10	6	800
544526	5	6	7	7	350
544527	3	4	4	4	600
544534	3	3	4	4	600
544535	7	7	11	7	800
544536	5	5	10	11	750
544537	6	5	8	7	500
544540	4	2	5	4	500
544542	3	5	9	7	700
544544	9	10	10	11	900
544545	4	6	9	6	500
544546	7	5	12	9	650
544547	5	7	10	8	900
544551	5	6	11	10	900
544554	5	9	11	11	600
544555	12	10	12	9	950
544558	3	5	9	5	700
544561	4	7	7	7	800
544563	5	8	10	9	850
544564	6	8	8	8	500
544565	6	10	10	11	750
544566	3	5	5	7	850
544567	8	4	7	8	450
544568	4	5	7	6	450
544570	3	6	8	7	550
544573	2	3	8	9	250
544574	3	5	8	9	550
544577	6	6	5	6	450
544578	4	10	12	7	900
544584	6	6	9	8	600
544586	6	3	4	8	400
544587	6	6	8	9	850
544590	4	7	7	6	900
544592	4	4	9	7	850
544593	4	6	11	6	750
544595	4	5	10	8	750
544600	5	6	10	8	950
544606	6	3	7	5	750
544609	4	4	5	3	550
544610	2	6	8	8	600
544612	6	4	8	9	550
544614	4	6	6	4	450
544618	2	7	8	4	300
544619	3	4	3	3	300
544620	2	8	5	7	400
544621	5	5	10	9	900
544627	2	5	11	7	400
544629	8	3	11	10	650
544631	8	5	10	9	800
544637	4	5	4	2	700
544640	2	6	10	9	600
544641	3	4	6	3	350
544642	7	4	5	7	800
544643	8	13	8	12	700
544644	4	5	7	4	800
544645	5	5	6	6	550
544647	6	5	7	10	750
544648	5	1	10	7	550
544649	5	6	6	3	700
544651	2	8	13	11	950
544654	7	8	7	8	650
544658	6	6	10	8	800
544662	6	4	4	7	700
544663	8	11	7	14	750
544664	5	6	10	6	900
544666	6	4	3	6	750
544667	4	2	6	4	350
544669	5	4	6	9	600
544670	4	4	5	5	550
544672	4	5	8	7	650
544674	2	3	7	8	500
544677	4	5	8	6	950
544679	4	5	5	4	300
544690	5	5	5	7	700
544696	9	6	11	10	800
544697	7	6	6	9	850
544698	4	4	10	10	900
544700	7	11	12	12	750
544702	4	3	8	8	500
544704	6	10	12	14	800
544706	4	5	9	4	600
544709	3	5	8	4	700
544710	4	4	4	7	700
544711	3	3	5	6	500
544713	2	5	5	8	950
544719	3	5	4	7	650
544721	4	4	5	5	400
544724	3	5	9	5	600
544728	5	2	4	8	500
544729	5	3	11	8	500
544730	3	4	4	4	700
544739	6	8	3	7	500
544745	3	4	11	7	900
544747	4	5	10	8	800
544751	3	5	7	5	600
544752	0	4	7	7	550
544753	5	5	1	4	400
544755	4	3	6	8	550
544763	7	3	2	5	650
544764	2	3	3	6	550
544770	5	6	7	8	500
544773	5	4	6	11	800
544775	4	3	7	8	800
544777	5	2	2	6	500
544780	5	3	6	5	750
544781	2	5	7	4	700
544787	4	6	10	10	650
544790	8	3	7	7	550
544795	4	6	8	7	600
544797	7	8	11	8	500
544798	11	6	5	10	900
544799	5	8	11	10	750
544801	3	5	9	3	550
544808	8	11	11	12	900
544813	6	3	8	10	750
544820	6	5	3	2	300
544821	4	4	6	7	550
544822	4	10	10	12	800
544824	8	7	8	9	850
544826	7	6	7	9	550
544835	7	6	7	10	900
544845	7	8	4	5	500
544853	2	4	4	3	500
544854	6	1	5	5	500
544857	6	4	5	8	750
544859	7	4	9	10	900
544860	5	3	7	5	900
544861	6	9	8	8	700
544862	6	4	7	6	500
544863	4	7	8	6	500
544864	4	5	8	4	300
544871	6	6	11	10	950
544872	2	8	6	9	750
544880	4	6	5	4	850
544888	5	2	4	5	550
544896	4	8	11	10	850
544898	7	8	10	10	850
544899	5	3	9	10	900
544903	8	7	8	10	950
544905	7	8	12	10	950
544906	5	3	7	9	750
544907	4	8	9	9	600
544912	5	9	13	13	850
544915	4	2	5	3	450
544917	8	4	11	9	600
544920	4	6	7	7	700
544923	0	6	8	5	600
544926	7	5	5	5	550
544930	9	4	13	6	750
544931	5	5	11	7	800
544933	2	3	1	2	550
544935	6	4	8	8	800
544942	5	4	10	8	900
544943	7	9	9	12	900
544944	10	9	9	9	650
544947	8	5	11	7	550
544948	5	2	9	8	650
544952	3	5	9	8	600
